           Vac   ----Vac Drv---- ---Temp TC7x--- ------Cryo----- Diode ---Fan--
  Time    Guage  p316  p398 p346  A0  A1  A2  A3  TC Max Min Cur  (V)  PWM  RPM
11:24:28 8.4e-08   11 90029   27  14  41 --- ---  65 240  70 209 1.031  60 4269
11:34:32 8.8e-08   12 90030   27  15  39 --- ---  65 240  70 211 1.031  60 4263
11:44:50 ------- ---- ----- ---- --- --- --- --- --- --- --- --- ----- --- ----
11:55:22 ------- ---- ----- ---- --- --- --- --- --- --- --- --- ----- --- ----
           Vac   ----Vac Drv---- ---Temp TC7x--- ------Cryo----- Diode ---Fan--
  Time    Guage  p316  p398 p346  A0  A1  A2  A3  TC Max Min Cur  (V)  PWM  RPM
12:38:01 1.6e-07   12 90030   32  21  45 --- ---  65 240  70 230 1.029  60 4263
12:48:05 1.7e-07   11 90030   32  21  46 --- ---  65 240  70 232 1.029  60 4263
12:58:09 1.8e-07   12 90029   33  21  46 --- ---  65 240  70 234 1.029  60 4257
13:08:12 1.8e-07   12 90029   33  21  46 --- ---  65 240  70 235 1.029  60 4257
13:18:16 1.9e-07   12 90029   33  20  46 --- ---  65 240  70 238 1.029  60 4245
13:28:20 1.9e-07   12 90030   33  20  46 --- ---  65 240  70 237 1.029  60 4257
13:38:24 1.8e-07   11 90030   33  21  46 --- ---  65 240  70 238 1.029  60 4263
13:48:27 1.9e-07   12 90029   33  21  47 --- ---  65 240  70 237 1.029  60 4269
13:58:31 1.9e-07   12 90030   33  20  46 --- ---  65 240  70 234 1.028  60 4251
14:08:35 1.9e-07   12 90030   33  21  47 --- ---  65 240  70 235 1.029  60 4251
           Vac   ----Vac Drv---- ---Temp TC7x--- ------Cryo----- Diode ---Fan--
  Time    Guage  p316  p398 p346  A0  A1  A2  A3  TC Max Min Cur  (V)  PWM  RPM
14:18:39 1.8e-07   12 90029   33  20  46 --- ---  65 240  70 231 1.029  60 4263
14:28:42 1.7e-07   11 90029   32  20  45 --- ---  65 240  70 231 1.030  60 4251
14:38:46 1.6e-07   11 90029   32  20  45 --- ---  65 240  70 229 1.029  60 4263
14:48:50 1.6e-07   11 90030   32  20  46 --- ---  65 240  70 230 1.029  60 4245
14:58:54 1.5e-07   13 90029   32  20  45 --- ---  65 240  70 225 1.029  60 4251
15:08:58 1.4e-07   11 90030   32  20  45 --- ---  65 240  70 229 1.030  60 4245
15:19:02 1.3e-07   11 90029   32  19  44 --- ---  65 240  70 223 1.030  60 4245
15:29:06 1.1e-07   11 90030   31  18  43 --- ---  65 240  70 211 1.031  60 4245
15:39:09 9.9e-08   11 90030   30  18  41 --- ---  65 240  70 225 1.029  60 4245
15:49:13 9.8e-08   11 90030   30  19  44 --- ---  65 240  70 240 1.028  60 4245
           Vac   ----Vac Drv---- ---Temp TC7x--- ------Cryo----- Diode ---Fan--
  Time    Guage  p316  p398 p346  A0  A1  A2  A3  TC Max Min Cur  (V)  PWM  RPM
15:59:17 1.1e-07   11 90029   31  19  45 --- ---  65 240  70 240 1.028  60 4245
16:09:21 1.0e-07   12 90029   31  20  45 --- ---  65 240  70 240 1.028  60 4251
